YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2018,11,30,88.59,1.32,2.93,0.26,2.67,129.75,1.58,2.96,0.5,2.46,132.62
2018,12,1,88.41,1.41,3.51,0.21,3.3,154.5,1.78,4.07,0.15,3.92,144.06
2018,12,2,88.27,1.37,2.89,0.15,2.74,232.56,1.89,3.55,0.14,3.41,233.56
2018,12,3,88.39,1.25,3.03,0.07,2.96,177.62,1.62,3.46,0.13,3.33,184.5
2018,12,4,88.49,1.38,2.97,0.23,2.73,122.06,1.71,3.03,0.3,2.73,124.44
2018,12,5,88.29,1.19,2.67,0.19,2.48,102.75,1.49,2.95,0.22,2.73,116.81
2018,12,6,88.17,1.62,2.94,0.35,2.59,144.81,1.99,3.12,0.49,2.62,145.81
2018,12,7,88.21,1.62,3.12,0.27,2.85,107.12,2,3.56,0.32,3.24,108.69
2018,12,8,88.38,1.65,2.63,0.34,2.3,123.81,2.02,2.61,0.37,2.24,125.69
2018,12,9,88.32,1.66,2.9,0.4,2.5,100.69,2.05,3.16,0.61,2.54,102.25
2018,12,10,88.37,1.58,2.76,0.51,2.24,94.75,1.98,2.93,0.75,2.18,95.38
2018,12,11,88.38,1.88,2.42,0.58,1.84,75.44,2.38,3.24,0.77,2.47,75.44
2018,12,12,88.49,1.76,2.48,0.65,1.83,83.5,2.14,3.16,0.9,2.27,85.19
2018,12,13,88.59,1.82,2.87,0.59,2.27,160.5,2.21,3.12,0.77,2.37,159.44
2018,12,14,88.62,1.86,2.79,0.46,2.33,173.75,2.29,3.07,0.7,2.36,172
2018,12,15,88.7,1.7,2.87,0.4,2.47,89.81,1.97,3.02,0.6,2.41,91.69
2018,12,16,88.81,1.63,2.75,0.75,2,82.62,1.91,2.9,0.98,1.91,82.88
2018,12,17,88.73,1.38,2.28,0.08,2.2,101.06,1.66,2.71,0.2,2.51,105.81
2018,12,18,88.45,0.88,1.4,0.06,1.33,118.62,1.2,1.89,0.35,1.54,114.81
2018,12,19,88.42,1.23,3.27,0.16,3.11,141.19,1.41,3.56,0.22,3.34,181.5
2018,12,20,88.45,1.18,3.04,0.4,2.64,110.38,1.31,3.06,0.33,2.74,119.75
2018,12,21,88.32,1.32,3.34,0.26,3.09,120.06,1.57,3.59,0.27,3.31,125.44
2018,12,22,88.47,1.48,2.99,0.2,2.79,112,1.7,2.95,0.28,2.67,111.62
2018,12,23,88.48,1.32,3.04,0.25,2.79,101.75,1.48,3.02,0.47,2.55,102.81
2018,12,24,88.3,1.48,3.52,0.15,3.37,126,1.77,3.73,0.08,3.66,125.56
2018,12,25,88.17,1.45,3.33,0.24,3.09,134.5,1.8,3.8,0.18,3.62,136.56
2018,12,26,88.19,1.5,3.19,0.45,2.73,110.44,1.84,3.38,0.5,2.88,111.75
2018,12,27,88.11,1.31,2.72,0.39,2.32,136.94,1.65,3.03,0.65,2.38,152.19
2018,12,28,88.13,1.5,3.11,0.66,2.45,121.31,1.84,3.55,0.73,2.82,135.69
2018,12,29,88.48,1.79,3.2,0.33,2.87,90.5,2.19,4.45,0.52,3.92,106.25
2018,12,30,88.72,1.74,2.51,0.09,2.42,79.56,1.96,2.93,0.16,2.77,75.38
2018,12,31,88.66,1.58,2.8,0.54,2.26,88.5,1.81,2.86,0.45,2.41,89.12
2019,1,1,88.7,1.84,3.27,0.81,2.46,96.75,2.21,3.37,1.03,2.34,97
2019,1,2,88.66,1.54,2.98,0.12,2.87,90.25,1.77,3.11,0.09,3.02,92.44
2019,1,3,88.62,1.68,3.16,0.3,2.86,128,2.12,3.51,0.51,3,128.12
2019,1,4,88.7,1.91,3.39,0.95,2.43,98.06,2.45,3.73,1.08,2.65,99.12
2019,1,5,88.66,1.61,2.9,0.36,2.54,84.19,1.86,2.89,0.38,2.52,85.56
2019,1,6,88.55,1.74,2.65,0.87,1.78,84.06,1.98,2.68,1.02,1.66,85.69
2019,1,7,88.41,1.78,2.53,0.48,2.05,166.94,2.09,3.35,0.54,2.82,166.81
2019,1,8,88.22,2.02,3.84,0.38,3.47,157.62,2.64,4.4,0.58,3.83,157.25
2019,1,9,88.32,1.66,2.7,0.52,2.18,132,2.27,2.95,0.77,2.17,132.88
2019,1,10,88.4,1.93,3.41,0.62,2.79,99.62,2.47,3.52,0.91,2.6,100.56
2019,1,11,88.49,1.7,3.43,0.2,3.23,101.5,2,3.55,0.27,3.28,102.44
2019,1,12,88.49,1.64,3.01,0.59,2.41,99.75,1.91,2.95,0.88,2.07,101.5
2019,1,13,88.47,1.48,3.09,0.44,2.66,112.62,1.74,3.45,0.59,2.86,113.75
2019,1,14,88.28,1.7,2.8,0.32,2.48,114,2.2,3.26,0.41,2.85,130.31
2019,1,15,88.39,1.81,4.03,0.48,3.54,117.94,2.23,4.34,0.6,3.73,115.69
2019,1,16,88.53,1.62,3.09,0.56,2.54,90.88,1.92,3.01,0.7,2.3,92.31
2019,1,17,88.35,1.81,3.31,0.62,2.69,86.75,2.19,3.37,0.91,2.46,86.62
2019,1,18,88.32,1.7,3.52,0.17,3.34,102.62,2,3.71,0.12,3.59,105.75
2019,1,19,88.4,1.85,3.81,0.66,3.16,166.06,2.33,4.08,0.92,3.16,167.62
2019,1,20,88.46,1.81,3.41,0.23,3.17,102.69,2.15,3.35,0.3,3.05,104.06
2019,1,21,88.48,1.72,3.48,0.45,3.02,101.19,2.03,3.56,0.66,2.9,102.31
2019,1,22,88.51,1.8,3.57,0.6,2.97,98.5,2.2,3.8,0.77,3.03,101.88
2019,1,23,88.49,1.63,2.92,0.41,2.51,94.88,1.91,3.12,0.5,2.62,98.69
2019,1,24,88.52,1.94,3.81,0.27,3.54,130.19,2.45,4.35,0.4,3.95,131.56
2019,1,25,88.62,1.73,3.2,0.51,2.7,112.44,2.13,3.19,0.75,2.44,113.06
2019,1,26,88.62,1.69,2.81,0.59,2.23,181,2.24,3.27,0.73,2.54,195.5
2019,1,27,88.54,1.7,3.23,0.54,2.69,174.81,2.15,3.76,0.82,2.94,204.25
2019,1,28,88.48,1.91,3.4,0.66,2.73,150.06,2.4,3.74,0.77,2.96,150.5
2019,1,29,88.37,1.8,3.66,0.51,3.15,139.44,2.14,3.81,0.61,3.2,138.5
2019,1,30,88.53,1.8,3.86,0.13,3.73,110,2.07,3.95,0.11,3.84,119.75
2019,1,31,88.65,1.73,3.12,0.8,2.31,94.5,1.95,3.13,1.15,1.98,95.69
2019,2,1,88.53,1.76,3.53,0.43,3.11,124.81,1.98,3.51,0.73,2.78,126.19
2019,2,2,88.32,1.88,3.87,0.2,3.67,157.69,2.2,4.09,0.04,4.05,162.31
2019,2,3,88.49,1.84,3.59,0.5,3.09,96.5,2.13,3.58,0.58,2.99,98.44
2019,2,4,88.6,2.19,3.91,0.74,3.16,109.06,2.7,4.28,1.02,3.27,111.56
2019,2,5,88.52,1.73,3.42,0.19,3.24,114.19,2.06,3.27,0.45,2.83,114.94
2019,2,6,88.25,1.81,3.55,0.48,3.06,119.81,2.19,3.64,0.72,2.91,122.75
2019,2,7,88.38,1.98,3.77,0.68,3.09,104.88,2.52,3.93,0.73,3.2,106.19
2019,2,8,88.4,1.81,3.29,0.52,2.78,183.19,2.56,3.6,0.91,2.69,186.94
2019,2,9,88.31,1.3,2.45,0.34,2.1,145,1.64,2.7,0.73,1.96,150.88
2019,2,10,88.51,1.87,4.05,0.44,3.61,116.31,2.09,4.15,0.55,3.6,118.94
2019,2,11,88.66,1.48,3.44,0.22,3.22,120.38,1.61,3.23,0.27,2.96,123.44
2019,2,12,88.74,1.82,3.65,0.38,3.27,95.19,2.07,3.62,0.31,3.3,95.12
2019,2,13,88.71,2.09,4.04,0.53,3.51,110.69,2.42,3.95,0.52,3.42,110.88
2019,2,14,88.49,1.69,3.4,0.22,3.18,105.38,2.02,3.45,0.34,3.11,108.56
2019,2,15,88.4,2.01,3.41,0.29,3.12,125.69,2.5,3.52,0.29,3.23,156.06
2019,2,16,88.31,1.66,3.99,0.22,3.77,160.69,2.28,4.56,0.4,4.17,178.31
2019,2,17,87.85,2.31,5.47,0.48,4.98,207.25,3.02,6.51,0.49,6.02,222.31
2019,2,18,87.9,1.93,4.02,0.31,3.71,141.19,2.28,3.84,0.43,3.41,142.88
2019,2,19,88.19,2.05,4.88,0.48,4.41,167.06,2.68,6.2,0.7,5.5,167.25
2019,2,20,88.49,2.32,4.3,0.74,3.56,119.62,2.81,4.84,1.03,3.8,123.38
2019,2,21,88.63,2.09,4.09,0.83,3.26,113.75,2.71,3.9,1.78,2.11,118.38
2019,2,22,88.28,1.98,3.94,0.47,3.47,155.81,2.37,3.74,0.8,2.95,144.38
2019,2,23,87.97,2.34,4.8,0.91,3.88,190.69,3.05,6.01,0.95,5.06,208.88
2019,2,24,87.98,2.22,4.3,0.17,4.12,132.81,2.73,4.91,0.3,4.61,136.56
2019,2,25,88.04,1.81,3.49,0.28,3.21,144.5,2.34,3.94,0.42,3.52,163.38
2019,2,26,88.04,2.15,3.73,0.41,3.33,156.25,2.77,4.27,0.72,3.55,158.06
2019,2,27,88.02,1.91,3.23,0.45,2.78,93.25,2.59,3.73,0.41,3.33,98.12
2019,2,28,87.94,1.7,3.31,0.47,2.85,165.88,2.36,4,0.76,3.24,170
2019,3,1,88.15,2.15,4.75,0.06,4.69,138.81,2.52,5.04,0.3,4.73,146.94
2019,3,2,88.31,2.11,4.04,0.54,3.5,115.25,2.4,3.8,0.61,3.2,120.19
2019,3,3,88.04,1.73,3.69,0.33,3.36,156.25,2.01,3.59,0.31,3.27,157.56
2019,3,4,87.73,2.39,4.2,1.22,2.98,161.62,3.24,4.58,1.37,3.21,163.69
2019,3,5,87.72,1.98,3.88,0.62,3.25,208.69,2.59,4.49,0.97,3.52,209.25
2019,3,6,87.88,2.38,3.97,0.7,3.27,149.19,3.17,4.67,0.58,4.09,166.69
2019,3,7,88,2.13,4.11,0.38,3.73,120.06,2.54,4.33,0.55,3.78,123.75
2019,3,8,88.07,2.25,4.7,0.52,4.19,154.62,2.81,5.41,0.8,4.62,157.06
2019,3,9,88.09,2.23,4.64,0.22,4.42,132.12,2.84,5.55,0.21,5.34,134
2019,3,10,88.2,2.22,4.01,0.84,3.17,112.06,2.76,4.21,0.78,3.42,117.31
2019,3,11,88.32,2.15,4.17,0.62,3.55,119.5,2.56,4.23,0.71,3.52,125.81
2019,3,12,88.14,2.6,5.54,0.62,4.91,160.06,3.52,6.93,0.64,6.29,192.75
2019,3,13,88.29,2.3,3.77,0.55,3.22,117.06,2.78,4.05,0.72,3.33,121.62
2019,3,14,88.36,2.25,4.6,0.27,4.33,145.31,2.86,4.9,0.37,4.52,148.62
2019,3,15,88.36,2.59,5.23,0.16,5.06,187.12,3.6,6.6,0.27,6.34,202.44
2019,3,16,88.25,2.69,5.62,0.84,4.78,241.19,3.65,6.87,1.08,5.79,241.88
2019,3,17,88.33,2.18,4.41,0.48,3.94,126.94,2.62,4.91,0.61,4.3,157.06
2019,3,18,88.29,1.91,3.52,0.22,3.3,94.25,2.55,3.56,0.41,3.16,90.12
2019,3,19,87.99,2.02,3.84,0.46,3.38,145.94,2.59,4.1,0.85,3.25,148.12
2019,3,20,88.05,2.3,3.91,0.55,3.35,165.06,3.01,4.52,0.91,3.61,165.56
2019,3,21,88.1,2.61,4.62,0.74,3.88,165.38,3.55,5.98,0.69,5.3,169.25
2019,3,22,88.09,2.52,5.05,0.88,4.16,198.06,3.42,6.47,0.7,5.77,201.19
2019,3,23,88.05,2.56,5.44,0.6,4.83,186.56,3.19,6.61,0.77,5.84,203.31
2019,3,24,88.15,2.34,4.1,0.71,3.39,144.81,2.85,4.26,1.02,3.25,146.56
2019,3,25,88.24,2.25,3.68,0.91,2.77,100.12,2.75,3.61,1.24,2.37,101.56
2019,3,26,88.3,2.09,3.75,0.99,2.76,122.94,2.69,3.98,1.03,2.96,124.44
2019,3,27,88.34,2.39,4.66,0.39,4.27,131.44,2.98,5.1,0.62,4.48,134.56
2019,3,28,88.33,2.3,4.36,0.8,3.56,119.31,2.73,4.31,1.2,3.12,122.81
2019,3,29,88.1,2.01,4.39,0.73,3.66,114.31,2.45,4.65,1.16,3.48,116.31
2019,3,30,88.1,2.01,3.61,0.77,2.84,108.88,2.61,3.63,1.28,2.35,109.25
2019,3,31,87.94,2.06,4.12,0.28,3.84,123.62,2.85,5.08,0.56,4.52,124.69
2019,4,1,88.11,2.25,4.16,0.77,3.4,150.75,2.93,4.2,1.48,2.71,154.69
2019,4,2,88.05,1.93,3.95,0.5,3.45,167.44,2.42,4.68,0.86,3.83,172.19
2019,4,3,88.19,2.2,4.68,0.76,3.92,118.06,2.82,4.62,0.98,3.65,121.38
2019,4,4,88.27,2.05,3.95,0.84,3.12,117.56,2.65,3.99,1.44,2.55,119.44
2019,4,5,88.32,2.04,3.55,1.05,2.5,110.88,2.73,3.48,2.07,1.41,111.69
2019,4,6,88.3,2.17,3.62,1.25,2.37,100.06,2.85,3.65,2.19,1.45,98.88
2019,4,7,88.13,2.04,3.84,0.52,3.31,129.06,2.6,4.12,0.71,3.41,128
2019,4,8,87.96,1.86,3.98,0.09,3.9,132.94,2.23,4.47,0.22,4.25,137.19
2019,4,9,88.03,2.27,4.38,0.56,3.8,111.62,3.02,4.93,0.55,4.38,118.38
2019,4,10,88.15,2.06,4.22,0.35,3.87,122.5,2.53,4.03,0.93,3.09,126.25
2019,4,11,88.13,1.91,4.08,0.52,3.56,123.75,2.18,3.81,0.84,2.98,126.44
2019,4,12,88.07,1.77,3.7,0.22,3.48,138.31,2.12,3.6,0.29,3.32,145.88
2019,4,13,88.11,1.8,3.7,0.38,3.33,136.5,2.3,4.35,0.41,3.95,140.12
2019,4,14,88.03,2.23,4.32,0.91,3.42,127.38,3.09,5.47,1.57,3.9,129.25
2019,4,15,88.03,2.05,3.94,0.45,3.49,115.19,2.67,3.95,0.7,3.25,118.88
2019,4,16,88.11,1.95,3.53,0.57,2.96,110.56,2.49,3.31,1.16,2.16,113.69
2019,4,17,88.15,2.27,4.3,0.39,3.91,172.5,3.08,5.52,0.55,4.97,165.19
2019,4,18,88.02,2.63,5.16,0.48,4.68,177.12,3.55,6.27,0.59,5.67,180.88
2019,4,19,87.95,2.46,3.9,0.95,2.95,194.56,3.32,4.7,1.13,3.58,196.5
2019,4,20,87.85,2.24,4.64,0.62,4.02,224.38,3.1,5.88,1.16,4.72,224.06
2019,4,21,87.89,1.98,3.8,0.27,3.52,142.88,2.65,4.15,0.39,3.75,145.75
2019,4,22,88,1.72,3.24,0.37,2.87,115.5,2.23,3.51,0.94,2.57,120.06
2019,4,23,88.19,1.58,3.2,0.77,2.42,116.12,2,3.14,1.11,2.03,117.5
2019,4,24,88.22,1.8,3.38,0.48,2.91,121.62,2.16,3.27,0.81,2.47,124.5
2019,4,25,88.14,1.85,3.44,0.31,3.12,187.19,2.27,3.53,0.62,2.91,174.94
2019,4,26,87.97,1.55,3.38,0.08,3.3,153.44,1.9,3.77,0.09,3.69,156.38
2019,4,27,87.84,2.1,4.01,0.77,3.23,123.69,2.83,4.6,1.16,3.44,125.81
2019,4,28,87.8,2,3.93,0.7,3.23,128.94,2.65,4.45,1.01,3.43,132.56
2019,4,29,87.85,2.48,4.02,0.98,3.04,123.25,3.32,4.25,1.97,2.28,124.75
2019,4,30,87.85,1.92,3.57,0.52,3.05,108.12,2.6,3.74,0.41,3.34,111.81
2019,5,1,87.84,1.81,3.86,0.77,3.09,98,2.34,3.8,1.09,2.71,100.12
2019,5,2,87.87,2.15,4.21,0.48,3.73,143.31,2.76,4.36,0.35,4.01,148.94
2019,5,3,88.01,1.9,3.71,0.59,3.12,115.19,2.45,3.97,0.8,3.17,114.38
2019,5,4,87.8,2.18,3.77,0.8,2.98,148.38,3.2,3.97,1.59,2.38,149.69
2019,5,5,87.78,2.09,4.15,0.26,3.89,208,2.62,5.07,0.2,4.87,240.12
2019,5,6,87.72,2.12,3.96,0.25,3.71,119.25,2.72,4.66,0.46,4.21,124.81
2019,5,7,87.73,2.12,3.58,1.23,2.34,96.5,2.76,3.69,1.4,2.3,100.19
2019,5,8,87.63,2.14,3.83,1.02,2.81,120.94,2.88,4.2,1.55,2.66,109.69
2019,5,9,87.55,2.15,3.81,1.15,2.66,117,2.77,4.03,1.29,2.74,122.12
2019,5,10,87.75,2.07,3.45,1.02,2.43,105.31,2.69,3.72,1.23,2.48,109.25
2019,5,11,87.9,1.85,3.72,0.67,3.05,103,2.34,3.83,0.62,3.2,108.62
2019,5,12,87.81,1.95,3.63,0.38,3.27,148.81,2.48,4.74,0.52,4.23,154.06
2019,5,13,87.81,2.06,4.16,0.29,3.87,134.81,2.73,4.82,0.6,4.22,142.75
2019,5,14,87.85,1.95,3.62,0.24,3.38,117.38,2.46,3.68,0.3,3.37,125.75
2019,5,15,87.96,1.8,3.44,0.45,2.98,109.38,2.23,3.34,0.8,2.53,112.19
2019,5,16,87.95,2.14,3.75,0.88,2.87,130.06,2.73,4.1,1.23,2.86,129.38
2019,5,17,87.79,1.98,3.59,0.61,2.99,121.19,2.58,3.96,0.89,3.07,122.5
2019,5,18,87.73,1.9,3.27,0.69,2.58,155.94,2.43,3.6,0.82,2.77,161.44
2019,5,19,87.92,2.04,3.96,0.56,3.41,164.69,2.64,4.35,0.8,3.55,184.12
2019,5,20,88.08,1.8,3.62,0.48,3.15,114.56,2.26,3.45,0.79,2.66,117.25
2019,5,21,88,1.79,3.38,0.32,3.06,128.56,2.34,3.53,0.41,3.12,129.62
2019,5,22,87.93,2.22,4.06,0.52,3.55,137.06,2.98,4.72,1.24,3.48,135.56
2019,5,23,87.85,2.56,5.18,0.81,4.37,157.69,3.62,6.65,1.05,5.6,158.44
2019,5,24,87.76,2.02,3.89,0.49,3.4,178.44,2.58,4.36,0.78,3.58,182.25
2019,5,25,87.6,1.84,4.24,0.09,4.15,167.12,2.38,5.23,0.12,5.1,147.81
2019,5,26,87.65,1.72,3.84,0.34,3.5,121,2.19,3.79,0.77,3.02,128.81
2019,5,27,87.76,1.97,3.71,0.76,2.95,120.06,2.57,4.15,0.86,3.3,120.31
2019,5,28,87.76,1.91,3.25,0.66,2.59,128.25,2.55,3.7,1.38,2.33,127.75
2019,5,29,87.7,2.05,3.31,0.8,2.52,143.31,2.85,3.67,1.09,2.59,145.88
2019,5,30,87.6,2.55,5.12,0.59,4.52,190.44,3.53,6.72,1.45,5.27,192.44
2019,5,31,87.74,2.64,5.09,0.33,4.77,156.88,3.73,6.16,0.91,5.26,155.94
2019,6,1,87.87,1.62,2.61,0.48,2.13,142,2.05,2.81,1.06,1.75,139.38
2019,6,2,87.93,1.46,3.13,0.13,3,173.94,1.81,3.36,0.27,3.09,166.88
2019,6,3,87.84,2.08,4.08,0.62,3.47,191.88,2.7,4.31,0.91,3.41,187.81
2019,6,4,87.77,2.03,4.04,0.4,3.64,151,2.41,3.94,0.7,3.24,147.81
2019,6,5,87.75,1.87,3.41,0.57,2.84,138.69,2.24,3.36,1.09,2.27,137
2019,6,6,87.82,2.09,4.36,0.41,3.95,148.5,2.53,4.67,0.71,3.97,148.88
2019,6,7,87.87,2.14,4.28,0.27,4.01,187.94,2.66,4.88,0.32,4.56,190
2019,6,8,87.74,2.47,4.19,0.95,3.24,165.06,3.24,4.56,1.55,3.02,166.19
2019,6,9,87.59,2.12,3.66,1.05,2.62,192.38,2.76,3.72,1.84,1.88,194.06
2019,6,10,87.49,2.34,4.16,1.16,3,146.88,3.19,4.91,2.3,2.61,145.06
2019,6,11,87.51,2.28,3.9,0.88,3.02,135.5,3.09,4.66,1.23,3.44,134.19
2019,6,12,87.58,1.97,3.89,0.8,3.09,132.56,2.68,4.8,1.49,3.31,132.19
2019,6,13,87.47,2.05,4.07,0.72,3.35,136.88,2.81,5.02,1.08,3.95,137.25
2019,6,14,87.36,1.9,3.94,0.26,3.68,192.06,2.41,4.72,0.5,4.22,193.12
2019,6,15,87.36,2.05,4.17,0.14,4.03,178,2.48,5.04,0.13,4.9,178.31
2019,6,16,87.33,2.25,3.79,0.91,2.88,172,2.91,4.45,1.41,3.03,170.94
2019,6,17,87.37,2.05,3.89,0.3,3.58,179.56,2.59,4.54,0.5,4.04,179
2019,6,18,87.42,2.31,4.62,0.54,4.09,200.75,3.12,5.34,1.06,4.28,202.31
2019,6,19,87.48,1.85,3.53,0.3,3.23,179.69,2.27,4.14,0.47,3.67,179.69
2019,6,20,87.56,2.03,3.65,0.71,2.94,187.94,2.72,4.16,1.29,2.88,187.62
2019,6,21,87.68,2.04,3.5,0.77,2.72,185.25,2.84,3.96,1.62,2.33,183.56
2019,6,22,87.77,1.77,3.7,0.23,3.47,177.38,2.34,4.41,0.38,4.04,173.12
2019,6,23,87.79,1.74,3.54,0.27,3.27,214.25,2.09,3.64,0.48,3.17,213.25
2019,6,24,87.74,2.17,4.35,0.27,4.08,210.12,2.84,5.14,0.23,4.91,213.56
2019,6,25,87.66,1.98,4.34,0.45,3.89,175.56,2.73,5.55,0.62,4.93,177.25
2019,6,26,87.39,2.64,5.24,0.2,5.05,195.81,4.12,7.3,0.18,7.12,195.12
2019,6,27,87.16,3.38,5.72,1.11,4.6,215.19,4.9,7.55,2.1,5.45,218.69
2019,6,28,87.15,2.84,4.48,1.38,3.09,202.81,4.06,5.23,2.69,2.55,205.31
2019,6,29,87.27,2.52,3.7,1.33,2.38,183.06,3.41,4.41,1.83,2.58,182.88
2019,6,30,87.38,1.72,3.3,0.15,3.14,164.56,2.07,3.54,0.34,3.19,165.06
2019,7,1,87.36,1.52,3.07,0.05,3.02,125.56,1.76,3.12,0.08,3.05,107.19
2019,7,2,87.49,1.5,3.07,0.12,2.95,133.94,1.96,3.27,0.2,3.06,132.5
2019,7,3,87.51,2.62,4.36,0.2,4.16,137.81,3.35,4.52,0.27,4.26,136.94
2019,7,4,87.41,2.32,4.47,0.56,3.91,146.94,2.94,4.83,0.84,3.98,145.94
2019,7,5,87.26,1.95,3.65,0.23,3.41,193.62,2.47,4.16,0.44,3.72,191.5
2019,7,6,87.13,2.3,4.2,0.21,3.98,170.12,3.03,4.91,0.31,4.59,163.81
2019,7,7,87.18,2.05,3.62,0.09,3.53,116.12,2.84,4.45,0.3,4.15,113.06
2019,7,8,87.33,2.23,3.45,0.29,3.16,133.19,3.01,5.11,0.71,4.4,133.88
2019,7,9,87.37,1.67,3.43,0.3,3.14,149.69,2.36,3.7,0.58,3.12,145.94
2019,7,10,87.22,3.54,4.71,1.65,3.06,194.31,4.84,6.34,2.84,3.5,196.56
2019,7,11,87.43,2.71,3.95,1.7,2.25,193.81,3.77,4.84,2,2.83,195.19
2019,7,12,87.43,3.77,5.53,1.58,3.95,187.62,5.16,6.91,3.23,3.67,189.62
2019,7,13,87.39,3.52,5.29,1.09,4.2,204.62,4.66,7.45,1.71,5.74,208.62
2019,7,14,87.14,4.84,5.92,3.55,2.37,197.81,6.55,8.39,5.2,3.19,201.06
2019,7,15,87.21,2.98,4.36,1.82,2.54,203.75,4.28,5.25,2.97,2.28,207.75
2019,7,16,87.45,3,4.32,1.93,2.38,200.75,4.23,5,3.14,1.86,203.38
2019,7,17,87.54,2.4,4.06,0.6,3.46,203.25,3.3,4.88,1.05,3.84,205.62
2019,7,18,87.52,2.3,3.98,0.3,3.68,184.62,2.97,4.84,0.48,4.37,185.5
2019,7,19,87.64,2.24,3.96,0.78,3.18,192.62,3.16,4.66,1.32,3.34,194.38
2019,7,20,87.73,2.26,4.23,0.19,4.04,200.62,3.12,4.81,0.38,4.43,203.75
2019,7,21,87.65,2.85,4.5,1.43,3.08,204.12,4.02,5.31,2.69,2.62,206.25
2019,7,22,87.5,3.36,4.5,2.11,2.38,182.06,4.78,5.78,3.41,2.37,183.38
2019,7,23,87.5,2.97,4.87,0.8,4.07,191.75,4.37,6.2,1.84,4.35,194.31
2019,7,24,87.51,2.42,5.72,0.11,5.61,210.5,3.46,7.57,0.19,7.38,205.44
2019,7,25,87.56,2.33,3.23,1.39,1.84,193.31,3.4,4.44,2.53,1.91,194.5
2019,7,26,87.49,1.8,3.03,0.49,2.54,174.62,2.41,3.2,1.01,2.2,172.5
2019,7,27,87.52,1.88,4.32,0.32,4,154.81,2.58,5.12,0.63,4.49,148.75
2019,7,28,87.68,2.23,3.56,0.6,2.96,151.44,2.98,4.05,1.09,2.95,148.75
2019,7,29,87.73,2.23,4.49,0.64,3.85,174.94,2.88,4.89,0.8,4.09,171.94
2019,7,30,87.67,2.45,4.53,0.9,3.63,168.12,3.23,5.14,1.52,3.62,165.12
2019,7,31,87.62,2.12,3.26,1.25,2.02,175.06,3,4.66,1.73,2.93,173.5
2019,8,1,87.63,1.94,3.56,0.21,3.35,152.06,2.48,3.64,0.41,3.24,149.19
2019,8,2,87.51,1.91,3.46,0.16,3.3,164.94,2.34,3.78,0.21,3.58,147.44
2019,8,3,87.39,2.12,3.42,0.16,3.27,167.88,2.7,4.08,0.21,3.87,166.88
2019,8,4,87.27,2.03,3.23,0.97,2.27,193.44,2.82,3.58,1.52,2.07,193.69
2019,8,5,87.2,1.39,3.07,0.27,2.8,215.75,1.73,3.3,0.45,2.85,215.31
2019,8,6,87.18,2.12,3.67,0.44,3.23,160.5,3.01,4.37,1.07,3.3,158.25
2019,8,7,87.18,2.17,3.49,0.69,2.8,118.94,3.26,4.23,1.5,2.73,115.06
2019,8,8,87.38,2.7,4.75,1.19,3.55,132.94,3.86,5.77,2.02,3.76,129
2019,8,9,87.53,2.3,4.12,0.7,3.43,165.38,3.23,4.66,1.43,3.23,165.06
2019,8,10,87.5,2.15,3.88,0.46,3.42,204.25,2.95,4.31,0.77,3.54,205.81
2019,8,11,87.47,1.25,2.74,0.12,2.62,212.19,1.45,2.73,0.3,2.43,210.19
2019,8,12,87.37,1.91,3.2,0.35,2.84,203.5,2.43,3.83,0.45,3.38,213.88
2019,8,13,87.61,2.1,3.52,0.55,2.97,154.94,2.84,3.98,1.21,2.77,152.12
2019,8,14,87.79,2.69,4.56,0.98,3.59,143.62,3.62,5.28,1.82,3.46,142.19
2019,8,15,87.82,2.05,4.05,0.34,3.72,167.12,2.66,4.24,0.55,3.69,166.19
2019,8,16,87.6,2.3,4.8,0.09,4.73,191.5,3.07,5.91,0.07,5.84,191.38
2019,8,17,87.67,2,4.15,0.12,4.03,195.44,2.72,4.92,0.42,4.5,198.94
2019,8,18,87.83,2.48,4.63,1.03,3.6,192.19,3.38,5.4,1.93,3.47,190.75
2019,8,19,87.87,2.41,4.2,0.66,3.55,193.75,3.29,4.72,1.5,3.22,193.38
2019,8,20,87.74,2.63,4.25,1.4,2.85,198.31,3.69,4.5,2.84,1.66,199.75
2019,8,21,87.66,2.28,4.98,0.93,4.05,199.38,3.16,6.01,1.65,4.36,199.88
2019,8,22,87.6,2.27,3.89,0.85,3.04,203.25,3.29,4.94,1.6,3.34,204.12
2019,8,23,87.69,2.09,4.12,0.04,4.08,177.19,2.75,5.57,0.19,5.38,172.88
2019,8,24,87.77,1.67,3.56,0.34,3.21,161,2.27,3.55,0.63,2.93,156.25
2019,8,25,87.75,1.2,2.5,0.11,2.39,156.62,1.48,3.13,0.15,2.98,159.44
2019,8,26,87.74,1.78,3.3,0.34,2.97,222.56,2.28,3.48,0.41,3.08,218.19
2019,8,27,87.72,1.79,3.39,0.2,3.2,158.88,2.32,3.68,0.3,3.38,157.69
2019,8,28,87.83,1.6,3.17,0.12,3.05,173.94,2.13,3.72,0.09,3.62,179.31
2019,8,29,87.84,1.72,3.23,0.34,2.89,180.88,2.26,3.34,0.63,2.71,179.5
2019,8,30,87.58,2.04,4.06,0.18,3.88,202.69,2.65,4.44,0.11,4.33,217.12
