YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2020,5,31,88.05,2.04,3.41,0.77,2.66,192.44,2.65,3.87,0.95,2.92,194.75
2020,6,1,87.97,2.01,3.34,0.43,2.91,206.62,2.73,3.88,0.73,3.15,211.44
2020,6,2,87.83,2.08,3.96,0.68,3.27,249.75,2.85,5,1.18,3.82,251.31
2020,6,3,87.77,2.09,3.66,0.78,2.88,155.06,2.94,4.7,1,3.7,156.31
2020,6,4,87.76,1.88,3.95,0.24,3.7,176.12,2.51,5.16,0.3,4.86,178.38
2020,6,5,87.75,2.02,3.77,0.73,3.04,150.12,2.61,4.02,1.13,2.9,152.69
2020,6,6,87.6,1.99,3.28,0.63,2.65,197.25,2.54,3.87,0.87,3.01,199.81
2020,6,7,87.56,2.2,4.37,0.67,3.7,224.94,2.77,5.03,0.92,4.11,228.44
2020,6,8,87.6,2.13,3.64,0.8,2.84,179.94,2.7,4.13,1.16,2.98,181.81
2020,6,9,87.71,1.99,3.96,0.56,3.4,158.75,2.31,4.28,0.73,3.55,158.12
2020,6,10,87.68,2.22,3.72,0.81,2.91,140.12,2.77,4.19,1.26,2.93,139.25
2020,6,11,87.6,2.31,4.38,0.8,3.59,149.75,2.91,4.88,1.23,3.65,148.44
2020,6,12,87.56,1.93,3.45,0.41,3.05,137.38,2.38,3.42,0.98,2.44,133.44
2020,6,13,87.56,2.62,4.45,0.77,3.69,131.62,3.36,5.82,1.51,4.31,128.25
2020,6,14,87.7,1.41,2.53,0.55,1.98,109.56,1.86,2.76,0.68,2.08,107.56
2020,6,15,87.57,1.77,3.03,0.66,2.38,132.75,2.27,3.15,1.07,2.08,130.75
2020,6,16,87.43,2.19,4.26,0.7,3.55,171.19,3.06,5.47,1.2,4.26,170.44
2020,6,17,87.32,2.06,3.54,1.06,2.48,185,2.88,3.84,1.85,1.98,183.56
2020,6,18,87.47,2.26,3.83,0.27,3.56,145.69,3.2,4.53,0.54,3.99,142.06
2020,6,19,87.58,2.3,4.05,0.54,3.52,138,3.11,4.87,0.95,3.92,136.88
2020,6,20,87.63,2.13,3.86,0.58,3.28,194.75,2.68,4.1,0.92,3.18,193.75
2020,6,21,87.51,2.07,3.6,0.47,3.13,195.88,2.62,3.66,0.82,2.84,193.19
2020,6,22,87.6,2.21,3.58,0.58,3,168.56,2.96,3.76,1.04,2.72,163.94
2020,6,23,87.82,1.78,3.11,0.41,2.7,189.5,2.45,3.61,0.88,2.73,190.44
2020,6,24,87.77,3.12,4.91,1.27,3.65,212.69,4.29,6.01,2.47,3.55,215.69
2020,6,25,87.5,4.46,7.03,2.48,4.55,201.25,6.16,9.37,4.31,5.05,204
2020,6,26,87.39,3.57,6.44,0.22,6.22,222.38,4.85,8.64,0.47,8.17,227.44
2020,6,27,87.37,4.45,5.24,3.15,2.1,202,6.08,7.41,4.85,2.56,204.94
2020,6,28,87.61,2.18,3.32,1.09,2.23,172.56,3.04,4.81,2.2,2.62,173.19
2020,6,29,87.7,1.95,3.31,0.1,3.21,162.5,2.77,3.76,0.22,3.54,164.62
2020,6,30,87.68,2.19,4.29,0.48,3.81,198.56,2.79,4.84,0.62,4.21,199.81
2020,7,1,87.47,3.1,5.25,1.23,4.02,215.31,4.31,6.33,2.2,4.13,217.19
2020,7,2,87.38,3.64,5.33,2.01,3.32,193.88,5.11,6.56,3.78,2.78,195.25
2020,7,3,87.52,2.21,4.37,0.58,3.79,161.5,3.32,5.37,1.23,4.13,162.06
2020,7,4,87.53,1.69,3.43,0.3,3.13,183.88,2.16,3.76,0.4,3.36,184.38
2020,7,5,87.4,2.33,3.75,0.86,2.89,163.31,3.08,4.45,1.17,3.28,160.25
2020,7,6,87.43,2.33,4.73,0.15,4.58,178.25,3.05,5.54,0.21,5.33,174.69
2020,7,7,87.72,2.09,4.44,0.02,4.41,156.69,2.62,5.05,0.05,5,150.88
2020,7,8,87.66,2.95,4.77,0.8,3.96,186.06,4.05,5.65,1.46,4.19,184.56
2020,7,9,87.4,2.93,4.13,0.77,3.36,193.44,4.06,5.91,1.53,4.38,194.12
2020,7,10,87.23,4.38,6.64,2.56,4.09,204.56,5.91,8.61,4.09,4.52,207.81
2020,7,11,87.23,3.01,4.59,1.58,3.01,206.06,4.08,6.39,3.21,3.18,208.94
2020,7,12,87.39,2.56,3.9,1.59,2.3,196.5,3.73,4.32,3.12,1.2,198.75
2020,7,13,87.42,3.03,4.17,1.74,2.43,188.38,4.28,5.03,3.14,1.89,189.5
2020,7,14,87.65,2.2,4.04,0.54,3.5,177.56,2.85,4.59,0.91,3.67,175.94
2020,7,15,87.7,2.03,3.57,0.27,3.29,136.44,2.62,3.65,0.59,3.06,135.44
2020,7,16,87.61,2.62,3.91,1.38,2.52,196.81,3.71,4.55,3.04,1.52,198.44
2020,7,17,87.66,1.95,4.43,0.26,4.17,175.69,2.55,5.02,0.49,4.53,176.88
2020,7,18,87.7,1.38,2.34,0.21,2.12,124.19,1.76,2.69,0.37,2.32,123.75
2020,7,19,87.47,3.5,6.31,0.47,5.85,135.69,4.74,8.24,0.93,7.31,135.38
2020,7,20,87.45,3.05,4.58,1.64,2.93,202.44,4.24,5.53,3.08,2.46,204.81
2020,7,21,87.61,1.91,3.01,0.97,2.04,174.25,2.76,3.88,1.97,1.91,174
2020,7,22,87.54,2.49,3.77,1.38,2.4,150.06,3.48,4.45,2.58,1.88,148
2020,7,23,87.66,2.18,3.78,0.67,3.11,150.31,3,4.49,1.12,3.38,146.19
2020,7,24,87.95,2.46,3.66,1.18,2.49,166.88,3.52,4.17,2.29,1.88,165.69
2020,7,25,87.97,2.23,3.98,0.76,3.22,211.25,3.07,4.46,1.3,3.16,212.81
2020,7,26,87.89,1.81,3.62,0.51,3.12,229.19,2.44,4.03,0.8,3.22,231
2020,7,27,87.68,2.15,3.8,0.29,3.52,180.31,2.74,4.37,0.42,3.94,179.31
2020,7,28,87.73,2.75,5.06,1.27,3.79,189.75,3.88,6.28,2.28,3.99,190.62
2020,7,29,87.78,1.62,2.65,0.21,2.44,152.94,2.23,3.27,0.62,2.64,151.88
2020,7,30,87.75,2.11,4.3,0.34,3.97,223.75,2.93,5.16,0.76,4.4,228.25
2020,7,31,87.71,2.76,3.97,1.09,2.88,202.81,3.86,4.96,1.91,3.05,205.5
2020,8,1,87.63,1.98,3.38,0.7,2.68,232.12,2.68,3.91,1.15,2.77,235.19
2020,8,2,87.36,2.4,3.84,0.52,3.32,209.62,3.26,4.41,0.86,3.55,212.19
2020,8,3,87.12,1.69,3.5,0.08,3.42,215.19,2.12,3.65,0.22,3.43,215.12
2020,8,4,86.92,1.52,3.44,0.11,3.33,152.81,1.95,4.43,0.38,4.05,161.94
2020,8,5,87.2,2.14,4.5,0.3,4.2,115.31,3.12,5.71,0.67,5.04,115.19
2020,8,6,87.65,1.85,3.61,0.18,3.43,164.06,2.59,4.2,0.37,3.83,163.25
2020,8,7,87.59,2.27,4.13,0.2,3.93,207.94,2.95,4.42,0.38,4.05,207.38
2020,8,8,87.44,2.55,3.95,0.78,3.17,209.12,3.51,4.95,1.6,3.35,213.12
2020,8,9,87.49,2.24,4.05,0.25,3.8,161,3.07,4.83,0.55,4.29,160.62
2020,8,10,87.55,2.5,4.66,1.14,3.52,207.5,3.27,5.64,1.62,4.02,210.31
2020,8,11,87.45,2.73,4.25,1.25,3,185.75,3.67,4.55,2.42,2.13,186.19
2020,8,12,87.51,2.34,3.51,1.2,2.31,187.62,3.33,3.94,2.55,1.38,187.94
2020,8,13,87.46,2.19,3.91,0.81,3.1,166.44,3.03,4.44,1.44,3,165.25
2020,8,14,87.32,1.72,2.24,0.7,1.54,186.69,2.43,3.85,1.3,2.55,187.06
2020,8,15,87.36,1.79,3.67,0.34,3.34,179.88,2.45,4.22,0.68,3.55,176.69
2020,8,16,87.37,2.19,4.53,0.6,3.93,140.06,2.98,5.37,1.06,4.3,135.62
2020,8,17,87.41,2.41,4.45,0.83,3.62,156.5,3.23,4.77,1.52,3.27,154
2020,8,18,87.42,2.42,4.38,0.88,3.5,168.69,3.3,4.87,1.48,3.39,167.12
2020,8,19,87.46,2.35,4.34,0.55,3.78,146.94,3.24,5.07,1.01,4.06,147.25
2020,8,20,87.73,2.3,4.12,0.64,3.48,118.75,3.18,4.81,1.12,3.7,122.88
2020,8,21,87.97,1.84,3.37,0.88,2.48,139.94,2.45,3.52,1.7,1.81,136.62
2020,8,22,87.85,2.28,3.75,0.66,3.09,158.5,3.11,4.06,1.36,2.7,155.38
2020,8,23,87.7,2.9,5.01,1.27,3.73,193.25,4.12,6.1,2.66,3.45,194.31
2020,8,24,87.63,2.34,4,0.38,3.63,216.25,3.04,4.82,0.61,4.2,217.06
2020,8,25,87.74,1.5,2.95,0.32,2.63,200.38,1.92,3.04,0.43,2.6,197.5
2020,8,26,87.79,2.21,3.88,0.41,3.47,136.94,2.99,4.31,0.62,3.69,141.69
2020,8,27,87.81,1.84,3.54,0.12,3.41,176,2.52,3.62,0.53,3.09,172.31
2020,8,28,87.71,2.16,3.22,1.23,1.98,184.56,2.98,3.56,2.48,1.08,184.12
2020,8,29,87.65,2.63,4.6,1.05,3.55,208.5,3.78,5.35,1.95,3.41,209.69
2020,8,30,87.65,2.89,4.73,1.3,3.42,211.31,4.23,5.7,2.96,2.74,214.44
2020,8,31,87.72,2.28,3.7,1.38,2.31,198.62,3.36,4.2,2.52,1.68,200.38
2020,9,1,87.84,1.69,3.14,0.11,3.04,186.62,2.35,4.02,0.19,3.84,185.69
2020,9,2,88.1,1.93,3.98,0.15,3.83,147.19,2.46,4.25,0.21,4.04,156.19
2020,9,3,88.14,2.18,4.03,0.34,3.7,216.56,2.98,4.81,0.6,4.2,216.69
2020,9,4,87.99,2.62,4.53,1.12,3.41,214.38,3.71,5.27,2.05,3.22,217
2020,9,5,87.8,2.02,3.52,0.47,3.04,221.31,3.09,4.83,0.99,3.84,223.62
2020,9,6,87.75,1.98,3.34,0.51,2.84,183.06,2.88,4.97,0.53,4.43,182.94
2020,9,7,87.83,2.38,3.56,1.01,2.55,194.19,3.42,4.12,1.61,2.52,195.44
2020,9,8,87.9,2.2,3.14,1.64,1.5,182.88,3.41,3.94,2.48,1.46,182.81
2020,9,9,87.86,2.15,3.9,0.88,3.01,210.06,3.06,4.55,1.54,3.01,212.19
2020,9,10,87.62,1.98,3.9,0.55,3.35,205.12,2.77,4.62,0.88,3.75,207.69
2020,9,11,87.74,1.77,3.45,0.23,3.23,167.69,2.33,4.45,0.37,4.08,164.38
2020,9,12,87.92,1.9,3.42,0.55,2.88,180.19,2.59,3.8,0.77,3.03,180.62
2020,9,13,87.95,1.95,4.36,0.46,3.9,191.81,2.93,5.84,0.66,5.18,193.31
2020,9,14,87.88,2.18,4.4,0.34,4.05,198.44,2.98,5.2,0.41,4.79,201.06
2020,9,15,87.83,2.47,4.38,1.5,2.88,183.19,3.76,5.58,3.06,2.52,183.94
2020,9,16,87.72,2.69,4.46,1.54,2.92,202.69,4.12,5.45,2.91,2.54,205.25
2020,9,17,87.73,2.45,4.05,0.25,3.81,180.56,3.6,4.88,0.81,4.06,181.75
2020,9,18,87.76,1.59,3.22,0.24,2.98,161.69,2.22,3.65,0.77,2.88,162.44
2020,9,19,87.63,1.51,2.84,0.27,2.57,243.69,1.79,2.82,0.4,2.42,240.44
2020,9,20,87.51,1.45,2.8,0.2,2.59,122.62,1.97,3.45,0.39,3.07,149.56
2020,9,21,87.55,1.43,3.41,0.65,2.76,85.75,2.21,4.48,1.16,3.32,85.69
2020,9,22,87.76,1.71,2.72,1.05,1.66,89.31,2.81,4.38,2.05,2.33,88.88
2020,9,23,87.83,2.29,3.54,1.1,2.43,143.06,3.47,4.78,1.87,2.91,143.19
2020,9,24,87.83,1.59,2.21,0.91,1.31,184.06,2.32,2.99,1.45,1.54,183.56
2020,9,25,87.63,2.27,3.93,0.98,2.95,166.19,3.44,5.16,1.48,3.67,165.25
2020,9,26,87.59,2.6,3.88,1.19,2.69,177.19,3.83,5.23,2.5,2.73,176.69
2020,9,27,87.77,1.84,3.01,1.03,1.98,159.06,2.62,3.38,1.62,1.76,156.12
2020,9,28,87.85,1.63,3,0.44,2.56,149.69,2.38,3.82,0.69,3.13,150.75
2020,9,29,87.77,1.98,3.85,0.85,3.01,212,2.77,4.43,1.3,3.13,213.69
2020,9,30,87.72,1.62,3.18,0.54,2.64,178.12,2.34,3.75,0.63,3.12,178.25
2020,10,1,87.7,1.8,3.34,0.43,2.91,215.75,2.6,3.97,0.73,3.23,217.88
2020,10,2,87.8,1.74,3.78,0.3,3.48,178.81,2.34,4.53,0.4,4.13,179.94
2020,10,3,87.89,1.55,3.19,0.19,3,178.06,2.05,3.81,0.26,3.55,180.94
2020,10,4,87.94,1.7,3.52,0.16,3.36,180.5,2.27,4.27,0.2,4.07,182.06
2020,10,5,87.88,1.78,3.55,0.16,3.38,213.56,2.55,4.39,0.34,4.06,216.38
2020,10,6,87.96,1.95,3.67,0.55,3.12,204.75,2.73,4.39,0.8,3.59,207.12
2020,10,7,88.09,1.7,3.41,0.16,3.26,197.75,2.29,3.87,0.26,3.61,197.75
2020,10,8,88.13,1.45,3.05,0.27,2.77,154,1.72,3.16,0.32,2.84,155.44
2020,10,9,88.13,1.52,2.91,0.28,2.62,202.88,1.86,2.96,0.42,2.54,203.75
2020,10,10,88,1.53,3.12,0.25,2.88,180.69,1.98,3.87,0.26,3.6,195.25
2020,10,11,87.9,1.53,2.76,0.34,2.42,145,1.95,2.64,0.51,2.13,144.75
2020,10,12,87.85,1.34,2.95,0.12,2.84,188.5,1.72,3.04,0.14,2.9,185.88
2020,10,13,87.91,1.41,2.76,0.06,2.7,153.5,1.75,2.77,0.27,2.5,170.62
2020,10,14,87.98,1.53,2.84,0.44,2.41,147,1.93,3.12,0.62,2.5,149.19
2020,10,15,87.98,1.62,3.12,0.25,2.86,160.75,2.26,3.67,0.53,3.15,162.06
2020,10,16,87.95,1.69,3.44,0.4,3.05,187.62,2.35,4.22,0.63,3.59,189.81
2020,10,17,88,1.48,3.18,0.3,2.88,151.88,1.98,3.38,0.63,2.74,151.38
2020,10,18,88.03,1.66,3.08,0.49,2.59,130.25,2.21,3.46,0.75,2.71,131
2020,10,19,87.93,1.62,3.23,0.23,3,163.5,2.32,3.95,0.2,3.77,167
2020,10,20,87.95,1.48,2.78,0.14,2.64,188.75,2.01,2.95,0.12,2.82,192.06
2020,10,21,88.09,1.53,2.52,0.05,2.46,110.69,1.81,2.55,0.05,2.49,111.81
2020,10,22,87.96,1.56,2.72,0.12,2.6,134.44,1.87,2.69,0.4,2.29,135.75
2020,10,23,87.78,1.45,2.9,0.38,2.53,251.06,1.68,3.07,0.4,2.67,252.56
2020,10,24,87.91,1.23,2.92,0.23,2.69,168.31,1.39,2.88,0.34,2.55,180.31
2020,10,25,88.17,1.51,2.88,0.33,2.55,205.56,1.92,2.98,0.38,2.59,218.31
2020,10,26,88.23,1.41,2.87,0.49,2.38,217.06,1.77,2.85,0.67,2.19,215
2020,10,27,88.19,1.54,3.01,0.31,2.7,166.06,1.87,3.27,0.62,2.65,182.94
2020,10,28,88.32,1.48,2.57,0.4,2.17,112.56,1.72,2.63,0.5,2.13,111.56
2020,10,29,88.38,1.62,2.32,0.57,1.74,78.44,2,2.95,0.66,2.3,76.88
2020,10,30,88.33,1.82,2.6,0.62,1.98,106,2.26,3.58,0.82,2.77,119.19
2020,10,31,88.29,1.84,2.65,0.04,2.61,147.31,2.28,3.19,0.1,3.09,145.06
2020,11,1,88.32,1.48,2.68,0.23,2.45,163.62,1.88,2.73,0.13,2.6,167.19
2020,11,2,88.33,1.55,3.2,0.28,2.91,221.19,2.05,3.93,0.26,3.67,220.81
2020,11,3,88.31,1.34,2.7,0.15,2.55,123.94,1.65,2.9,0.18,2.72,128.94
2020,11,4,88.21,1.23,2.59,0.26,2.34,117.75,1.55,2.95,0.57,2.38,122.5
2020,11,5,88.35,1.43,2.76,0.16,2.6,104.5,1.82,3.12,0.17,2.95,107.94
2020,11,6,88.6,1.44,2.46,0.55,1.91,96.75,1.73,2.48,0.66,1.82,95.69
2020,11,7,88.66,1.43,2.57,0.3,2.27,115.94,1.71,2.69,0.48,2.21,113.38
2020,11,8,88.74,1.61,2.61,0.51,2.1,83.62,1.98,2.8,0.76,2.04,82.31
2020,11,9,88.61,1.62,2.54,0.17,2.37,76.56,1.89,2.7,0.49,2.2,74.31
2020,11,10,88.59,1.68,2.75,0.45,2.3,75.56,2.05,3.12,0.95,2.16,74.31
2020,11,11,88.7,1.72,2.46,0.61,1.85,93.81,2.12,2.8,0.8,2,92.56
2020,11,12,88.73,1.56,2.36,0.46,1.9,88.69,1.84,2.59,0.52,2.08,91.25
2020,11,13,88.61,1.37,2.38,0.14,2.23,98.12,1.61,2.48,0.07,2.41,100.06
2020,11,14,88.54,1.57,2.41,0.5,1.91,96.5,1.88,2.45,0.66,1.79,96.44
2020,11,15,88.54,1.55,2.41,0.59,1.83,101.25,1.87,2.63,0.78,1.85,99.56
2020,11,16,88.45,1.45,2.59,0.44,2.15,111.75,1.7,2.77,0.46,2.3,112.06
2020,11,17,88.19,1.69,3.2,0.29,2.91,153.12,2.43,4.08,0.22,3.86,152.5
2020,11,18,88.17,1.55,3.54,0.35,3.2,222.56,2.24,4.45,0.38,4.09,244.12
2020,11,19,88.24,1.58,2.9,0.38,2.52,114.12,2.23,3.45,0.56,2.88,114.5
2020,11,20,88.23,1.49,2.95,0.32,2.63,147.25,2.1,3.52,0.52,3,151.25
2020,11,21,88.2,1.29,2.76,0.16,2.6,172.12,1.85,3.43,0.27,3.16,172.44
2020,11,22,88.33,1.87,3.98,0.54,3.45,115,2.44,4.97,0.84,4.13,117.88
2020,11,23,88.51,1.44,2.57,0.52,2.05,115.88,1.74,2.66,0.71,1.95,118.19
2020,11,24,88.5,1.52,2.7,0.59,2.1,99.62,1.81,2.85,0.68,2.17,100.88
2020,11,25,88.53,1.62,2.64,0.67,1.97,94.62,1.88,2.69,0.95,1.75,96.44
2020,11,26,88.58,1.51,2.46,0.39,2.07,105,1.78,2.66,0.56,2.1,104.81
2020,11,27,88.67,0.89,1.52,0.13,1.39,159.44,1.13,2.02,0.17,1.85,160.69
2020,11,28,88.66,1.62,3,0.41,2.59,92.31,1.97,3.29,0.51,2.78,94.19
2020,11,29,88.6,1.38,2.47,0.38,2.09,94.38,1.55,2.37,0.7,1.66,94.62
2020,11,30,88.55,1.5,2.84,0.27,2.56,103.06,1.82,2.94,0.38,2.55,101.75
2020,12,1,88.57,1.34,2.8,0.18,2.62,109.94,1.62,2.84,0.22,2.62,108.44
2020,12,2,88.36,1.26,2.77,0.18,2.59,128,1.6,2.96,0.24,2.72,127.75
2020,12,3,88.3,1.41,3.1,0.13,2.97,127.81,1.88,3.45,0.44,3.01,131.38
2020,12,4,88.22,1.28,3.11,0.07,3.03,134.62,1.78,3.7,0.12,3.58,138.38
2020,12,5,88.28,1.34,2.69,0.09,2.6,139.88,1.86,3,0.09,2.91,139.56
2020,12,6,88.43,1.38,2.92,0.34,2.59,145.69,1.97,3.45,0.56,2.89,145.56
2020,12,7,88.56,1.37,3.15,0.37,2.78,125.94,1.68,3.2,0.37,2.84,128.19
2020,12,8,88.55,1.39,3.3,0.18,3.12,177.94,1.77,3.41,0.18,3.23,178.06
2020,12,9,88.38,1.28,3.45,0.2,3.24,198.19,1.66,3.85,0.21,3.64,198
2020,12,10,88.25,1.38,3.08,0.37,2.71,192.38,1.8,3.2,0.55,2.66,194.31
2020,12,11,88.29,1.25,3.09,0.11,2.98,154.44,1.55,3.25,0.11,3.14,170.5
2020,12,12,88.22,1.39,3.17,0.06,3.11,155.88,1.75,3.32,0.05,3.27,157.25
2020,12,13,88.06,1.41,3.34,0.17,3.16,138.62,1.87,3.91,0.34,3.57,139.62
2020,12,14,88.24,1.4,3.01,0.32,2.69,119.06,1.78,3.52,0.41,3.11,122.56
2020,12,15,88.42,1.54,2.83,0.22,2.61,98.88,1.85,2.89,0.38,2.52,102
2020,12,16,88.46,1.35,3.14,0.36,2.77,109.81,1.73,3.6,0.27,3.32,115.38
2020,12,17,88.29,1.73,3.95,0.32,3.64,124.94,2.34,5.02,0.54,4.48,127.94
2020,12,18,88.33,1.59,3.02,0.45,2.56,112.38,2.02,3.15,0.69,2.46,113.69
2020,12,19,88.44,1.66,3.28,0.43,2.85,99.88,1.88,3.3,0.64,2.66,101.56
2020,12,20,88.54,1.27,2.67,0.27,2.39,120.5,1.48,2.57,0.42,2.15,117.94
2020,12,21,88.4,1.51,3.14,0.55,2.59,108.25,1.75,3.22,0.81,2.41,107.19
2020,12,22,88.3,1.41,3.22,0.16,3.06,112.25,1.63,3.18,0.1,3.08,111.69
2020,12,23,88.23,1.5,3.13,0.45,2.69,109.62,1.78,3.06,0.69,2.38,111.06
2020,12,24,88.19,1.48,3.09,0.34,2.74,113.5,1.79,3.45,0.23,3.22,117.81
2020,12,25,88.2,1.4,3.02,0.11,2.91,138.12,1.77,3.52,0.21,3.3,139.38
2020,12,26,88.3,1.45,2.8,0.32,2.48,110.44,1.73,2.62,0.48,2.15,113.5
2020,12,27,88.2,1.46,3.28,0.32,2.95,124.56,1.77,3.41,0.33,3.09,124.94
2020,12,28,88.14,1.47,3.27,0.38,2.91,106.5,1.81,3.83,0.52,3.3,111
2020,12,29,88.23,1.32,2.83,0.43,2.4,103.69,1.69,2.98,0.7,2.29,107.12
2020,12,30,88.36,1.54,2.95,0.04,2.91,100.81,1.83,3.03,0.3,2.74,108.06
2020,12,31,88.39,1.48,3.05,0.3,2.76,105.81,1.84,3.09,0.41,2.68,106.94
2021,1,1,88.43,1.56,3.05,0.5,2.55,101.38,1.82,3.02,0.58,2.45,104.25
2021,1,2,88.39,1.53,3.12,0.56,2.56,111.38,1.83,3.24,0.57,2.67,114.38
2021,1,3,88.3,1.45,3.15,0.7,2.45,116.12,1.73,3.12,1.05,2.08,119.06
2021,1,4,88.38,1.35,2.98,0.26,2.72,108.12,1.59,3.09,0.38,2.71,114.25
2021,1,5,88.38,1.36,3.03,0.22,2.8,118.44,1.67,3.44,0.49,2.95,122.25
2021,1,6,88.21,1.52,3.37,0.62,2.74,118,1.91,3.97,0.75,3.22,122.31
2021,1,7,88.13,1.58,3.29,0.72,2.57,111.44,2.05,3.9,0.88,3.02,115.19
2021,1,8,88.18,1.7,3.32,0.77,2.55,118.56,2.15,3.5,1.09,2.41,120
2021,1,9,88.1,1.74,3.39,0.87,2.53,122.62,2.2,3.74,1.26,2.48,124.19
2021,1,10,88.07,1.77,3.48,0.53,2.95,138.19,2.36,3.7,1,2.7,140.44
2021,1,11,88.22,1.45,3.66,0.2,3.47,134.06,1.89,4.29,0.34,3.95,134.25
2021,1,12,88.25,1.53,3.69,0.19,3.49,122.31,1.88,3.92,0.27,3.65,128.44
2021,1,13,88.25,1.54,3.91,0.2,3.71,146.44,1.88,3.96,0.33,3.62,148.12
2021,1,14,88.29,1.64,3.49,0.48,3,140.44,1.91,3.23,0.76,2.46,138.75
2021,1,15,88.13,1.43,3.41,0.3,3.1,125,1.64,3.2,0.39,2.81,128.44
2021,1,16,88.02,1.73,3.93,0.47,3.45,134.44,2.04,4.02,0.59,3.44,134.38
2021,1,17,88.39,1.68,3.21,0.16,3.05,98.06,1.93,3,0.23,2.77,96.56
2021,1,18,88.36,1.53,3.4,0.23,3.16,109.69,1.73,3.33,0.35,2.98,108.81
2021,1,19,88.05,1.39,3.5,0.12,3.39,163,1.9,4.06,0.17,3.9,164.56
2021,1,20,87.98,1.46,3.1,0.09,3.02,170.69,1.93,3.18,0.34,2.85,169.25
2021,1,21,88.06,1.88,3.84,0.36,3.49,133.25,2.45,4.05,0.69,3.38,136.38
2021,1,22,88.28,1.74,3.91,0.42,3.48,115.88,1.97,3.7,0.48,3.22,119.06
2021,1,23,88.13,1.7,3.87,0.31,3.55,123.06,2.07,3.75,0.6,3.15,125.12
2021,1,24,88.17,1.83,4.09,0.34,3.73,130,2.3,4.72,0.53,4.18,133.31
2021,1,25,88.3,1.84,3.88,0.06,3.81,120.75,2.2,4.02,0.17,3.85,125.31
2021,1,26,88.24,1.73,3.61,0.4,3.21,124.38,2.08,4.04,0.49,3.55,128.44
2021,1,27,88.31,1.73,3.45,0.42,3.02,115.5,2.02,3.32,0.43,2.89,117.69
2021,1,28,88.4,1.52,3.16,0.4,2.76,109.25,1.69,3.02,0.3,2.71,113.06
2021,1,29,88.32,1.81,3.88,0.41,3.48,129.5,2.21,4.4,0.58,3.81,144.31
2021,1,30,88.18,1.95,3.77,0.53,3.23,116.44,2.37,3.97,0.56,3.41,115.75
2021,1,31,88.37,1.81,3.82,0.36,3.46,124.62,2.1,3.79,0.27,3.52,124.31
2021,2,1,88.5,1.78,3.44,0.65,2.79,120.94,2.09,3.55,1.02,2.54,120.25
2021,2,2,88.51,1.73,3.48,0.62,2.86,140.56,1.96,3.32,0.69,2.63,154.81
2021,2,3,88.44,1.66,3.55,0.26,3.29,127.94,1.91,3.57,0.3,3.27,140.94
2021,2,4,88.47,1.76,3.21,0.38,2.84,115.44,2.09,3.38,0.65,2.73,119.19
2021,2,5,88.37,1.95,3.38,0.64,2.73,104.56,2.35,3.4,0.75,2.65,106.19
2021,2,6,88.25,1.9,5.03,0.52,4.52,192.38,2.55,6.48,0.73,5.75,194.19
2021,2,7,88.32,1.91,3.8,0.76,3.04,161.19,2.29,4.12,1.12,2.99,162.69
2021,2,8,88.37,2.02,4.05,0.53,3.52,101.56,2.32,4.07,0.8,3.27,102.31
2021,2,9,88.34,1.74,3.77,0.37,3.41,117.5,1.94,3.57,0.62,2.95,145.69
2021,2,10,88.22,1.59,3.7,0.48,3.21,115.62,1.86,3.73,0.72,3.01,117.06
2021,2,11,88.19,2.01,4.45,0.42,4.03,108.75,2.3,4.92,0.4,4.52,111.25
2021,2,12,88.3,1.85,3.73,0.57,3.16,110.5,2.3,3.75,0.84,2.91,112.62
2021,2,13,88.36,1.75,3.37,0.48,2.9,135.88,2.1,3.12,0.51,2.62,135.69
2021,2,14,88.28,1.75,3.48,0.18,3.3,154.19,2.14,3.34,0.39,2.95,153.5
2021,2,15,88.15,1.77,3.59,0.3,3.28,130.75,2.08,3.64,0.3,3.34,147.44
2021,2,16,88.18,1.88,3.88,0.42,3.46,131.38,2.45,4.47,0.54,3.93,132.19
2021,2,17,88.33,2.04,3.24,0.74,2.49,96.44,2.59,3.84,1.05,2.8,98.31
2021,2,18,88.53,1.7,3.33,0.24,3.09,109.31,2.01,3.51,0.3,3.21,112.81
2021,2,19,88.65,2.03,3.35,0.2,3.16,92.81,2.38,3.3,0.23,3.07,94.06
2021,2,20,88.61,2.09,4.07,0.46,3.62,102.38,2.36,4.05,0.74,3.3,104.5
2021,2,21,88.49,2.12,4.19,0.39,3.8,114.88,2.53,4.29,0.6,3.68,115.44
2021,2,22,88.41,1.9,3.72,0.76,2.96,117.44,2.17,3.55,0.88,2.67,133.19
2021,2,23,88.25,1.95,4.01,0.57,3.44,146.38,2.38,4.13,0.53,3.6,147.25
2021,2,24,88.06,2.11,4.34,0.66,3.68,156.56,2.69,4.96,1.05,3.91,156.44
2021,2,25,87.94,2.25,4.66,0.16,4.49,104.44,2.86,5.25,0.09,5.16,108.12
2021,2,26,87.85,2.11,4.3,0.7,3.59,108.12,2.59,4.42,0.93,3.49,110.5
2021,2,27,87.81,2.04,3.98,0.73,3.25,116.19,2.61,4.26,0.92,3.34,117.88
2021,2,28,87.9,2.29,4.02,1.06,2.96,110.69,3,4.27,1.34,2.94,113.62
